Protein IDs,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha _day_1_1, Alpha _day_1_2
P47949;Q8IQP5,-2.637288864,-2.934344975,-3.979783006,-3.715542723
Q8IQ87,-0.34184794,-0.112630705,-0.232616395,0.072860402
Q9VUX0,-0.043541829,-0.666896901,-0.479291127,-0.682997007
Q9VUH1;Q29R16;A2RVG6,-0.0946491,-0.019331207,-0.384470702,-0.518163765
Q9XZS3,0.117296086,0.017494379,-0.057091446,-0.10125763
P29310,0.346758372,0.546659906,0.157302466,0.371056968
Q9VK11,#VALUE!,2.199216892,2.331504589,#VALUE!
P45888;A8JV17,-0.798993534,-0.679781068,-0.546561439,-0.654603625
A1ZA47,-2.427401325,-2.347251951,-1.9175699,-2.205097599
Q9VDH3,-0.105193875,0.292546188,0.180147861,0.344033092
Q24253,-2.264165922,-2.188233062,-1.839647711,-1.960384297
A0A1F4-2;A0A1F4,-0.734899212,-0.691149882,-0.291415443,-0.28949219
Q8IQ56-2;Q8IQ56,0.806860199,0.551885103,1.004968732,0.730052978
Q9TVP3;Q9TVP3-3,0.284395681,0.061015775,0.310340121,-0.054257472
Q9VJ26,0.551885103,0.236829335,0.243790925,0.024886999
Q9VQL1,-2.468331589,-2.177490097,-2.093940636,-2.154505935
Q24498-5;Q24498-3;Q24498-4;Q24498,-2.144839493,-2.292227861,-2.107989857,-2.183310192
Q8SYD0,0.300885149,0.872237774,0.713871743,0.972398572
Q9VLP2,0.828469107,1.025099687,1.487331987,1.102658131
P02572,-1.238136062,-1.434675792,-1.684967126,-1.815224608
Q9I7D3,-1.105814736,-1.26239976,-1.327638025,-1.547172656
Q9W425,-2.502668665,-1.998730987,-2.096159598,-2.05355359
Q8INA9;B7Z0L1;Q9VES3;B7Z0L0,-0.117223935,0.229710962,0.407842178,0.562669826
Q9VIH9,0.451857294,0.408820535,0.549915554,0.506195692
Q4AB54;P02255;Q4ABD8;Q4AB94,0.410558198,0.395611249,0.6019817,0.677169939
Q00168-3;A4V134,-1.849232382,-1.779967283,-1.659130141,-1.569008274
Q04448-2;Q04448,-0.226560612,-0.22401396,-0.392288569,0.125254339
P16378-2;P16378;P25157,-1.653763575,-1.491023785,-1.040378202,-1.139299354
P48610;A8JNP1,0.725086725,0.795351365,0.556306784,0.727267011
Q0KI98,-0.202156933,-0.436295165,-0.671324355,-0.652538433
Q9VDV2,#VALUE!,1.272739878,-0.827538087,-0.34717854
Q7PL91,1.683920981,1.730748629,1.320195821,1.578890421
Q9VHL2,-3.288839926,-3.497298715,-3.471752761,-3.393682858
Q24388,-2.310074689,-2.135871317,-2.137838268,-2.121800441
P36188;P36188-7;A4V4Q6,0.635429371,0.591487938,0.526669809,0.573083631
Q9W2M4,-1.074243582,-1.175012247,-1.118883591,-0.86906913
Q7KU70;Q8IQ70,-0.355276146,-0.148432837,#VALUE!,#VALUE!
Q9VRJ5,0.625176957,0.568226722,0.506094112,0.710966189
Q7KTG2;Q9VLA0,-0.719376197,-1.561281323,-1.225126513,-1.411847863
A1Z7V9;Q7K3S2;A1Z7V8,-0.018278839,0.071488106,0.362441834,0.401848875
Q9VP57,-2.149568597,-2.434246866,-2.082774495,-2.260981469
Q9VC48,-2.250371343,-1.868911035,-2.725660801,-2.314589049
Q7JR69;Q960H8,-0.24280603,-0.439421986,-0.41488362,-0.450202705
P48596-2,-1.788065773,-2.146116101,-1.975169723,-1.79816543
P05661-25,-2.547088335,-2.184949283,-2.496305263,-2.284053929
A1Z7V1;A8DY79;A1Z7V2,-0.808968035,-0.831126946,-0.753409497,-0.714988471
P23226-3;Q8IMF5;P23226;P23226-2,-2.013741989,-2.388204397,-2.326913998,-2.026322606
Q9VSA9,2.274112538,2.08024833,2.54912698,2.738573303
E1JGY7,-2.532407491,-2.282438723,-1.698388943,-2.511197098
Q9VHC7,-1.12337108,-1.011558888,-1.072755845,-0.977440432
Q9XY35,1.985026741,1.311096174,1.552819699,1.915444414
Q0E8F2;Q9VTX3,0.15367565,0.067501049,0.495388174,0.376290383
Q9Y164;Q95T61,-0.430178409,-0.234719869,0.006333934,-0.108580813
B7YZL8;Q0E919;B7YZL1;B7YZL3;B7YZL6;B7YZL7;Q7YTZ4;B7YZL5;Q1RKY1;B7YZL2;A1ZBH5,-1.597976423,-1.381122377,-1.458386044,-1.363382339
A8DYP0;Q59E65,-2.956571498,-2.695442232,-2.888007211,-2.992976771
Q9VH66,0.147957881,0.579952469,0.599603448,0.40315863
A8JQT5,-1.025147677,#VALUE!,#VALUE!,#VALUE!
Q9V420,-0.724587624,-0.593876987,-0.744124668,-0.477421921
Q95TK5;Q9V9W5,-0.299400484,-0.0932633,-0.026116925,-0.095465806
Q2PDR9;Q7KT16;Q9VIJ4,-0.623265095,-0.419526448,-0.5613239,-0.457692416
Q9V4E7;Q8IMC1,-0.86604199,-0.734299074,-0.343988804,-0.477100581
Q9V3K3,-1.03584538,-1.304897014,-1.517502755,-1.91577242
E1JHJ4,-2.271600541,-2.079234137,-2.364162044,-2.083508069
Q95RZ5,-1.958925272,-1.6085842,-1.527574617,-1.362936983
O97182,-0.504386695,-0.457831115,-0.776280909,-0.877764628
P02283,0.974162168,0.896233092,0.911959965,1.000649067
Q500Y7,1.81750047,1.663617874,1.571628274,1.533762671
P40797,-1.054901749,-0.798893132,-1.047755906,-1.153382328
Q59E30;Q95RI5;Q59E29;Q86BI4,-1.024208423,-0.966968231,-0.89193728,-0.796510647
Q7JWQ7,-0.614845103,-0.508690742,0.101246657,0.179128829
P23625;Q0E9A7,-0.82219699,-0.601737201,-0.642594384,-0.46962956
A8DZ06,-0.407554923,-0.798541782,-0.410850148,-0.598151125
P84040,0.936741574,0.821057079,0.829200099,0.921131611
Q9VQD7,0.871528271,0.973941836,0.879862572,0.917546326
Q7K084,0.16774328,-0.335225919,-0.232396047,-0.087089592
Q4AB57;P84051,0.945457883,1.021479727,0.96095646,0.992333382
Q24560;A1ZBL1;A1ZBL0,-1.967870938,-1.805509453,-1.784333827,-1.876413257
Q9V3L7,1.515106871,1.527520795,1.201633861,1.594835149
Q9VW66;Q8MYT0,0.448900951,0.451962766,0.419323145,0.354452161
A1ZAK4;A1ZAK3;Q8T0D3;Q8IFW6,0.013355059,0.070664101,0.330787836,0.202637126
Q9VRY6,-0.164237581,-0.309502447,-0.615110248,-0.244890233
Q9W2P5,0.414243799,0.414135533,0.262072288,0.503246954
Q9VHA8,1.751849302,0.489645688,0.517829985,0.586692697
Q9W2L6,1.269093008,1.003170443,1.251507027,1.12201002
Q9VK90,0.911116306,0.612399683,0.195221593,0.411751629
O44437,0.490980804,0.366699889,0.601791584,0.39088776
Q8MSU3,-0.530739153,-0.338834162,-0.101876799,-0.346371274
P49455,1.078541524,1.415326009,1.231309516,1.141498188
Q86BI3;Q9VUY6,-1.862601403,-2.190865478,-2.016307714,-2.211899002
Q8MST5;Q9VAX7,-1.189910672,-1.217222421,-1.016512002,-1.049576379
P29742,1.195473592,-3.016949859,-3.690274319,-3.680530042
Q27869,0.768078435,0.698307394,0.685805625,0.567448097
Q9W3Q0,-0.331753771,-0.251487243,0.138814469,0.84020136
O97125,-1.953159746,-1.995333224,-2.161330549,-2.483904145
Q9VDC3,-0.036496283,0.247198389,0.381615625,0.344942091
Q8T0U6;P48462,-1.944582196,-1.764542513,-1.358416979,-1.675534994
Q9VMW7,0.162338958,-0.345821124,-0.332280418,-0.077558551
Q03427,-0.061330293,-0.006028617,-0.190404458,-0.131455457
Q7K2X5,0.339479485,0.429856951,0.620961697,0.578407414
Q9VCK6,0.507515586,0.901957773,0.425566724,1.037733627
P42325;E1JI20,0.239886801,0.742437445,0.45817199,0.482022175
Q04499-2;A4V4U5,-1.18376895,-0.862837517,-0.628340779,-0.572072072
Q23983,-0.244804756,-0.365555423,-0.302155026,-0.363530822
A8DYC5;A8DYC4,2.148966634,2.046106849,1.623820051,1.665983918
Q7K1U0;A1Z9P8,-0.221909199,#VALUE!,#VALUE!,#VALUE!
Q8MLQ5;Q9W1G6,-0.663693758,-0.465460235,-0.302617593,-0.222043812
Q8IN44,1.62849366,1.242450074,1.867580222,2.166586914
A1Z713,-1.835986111,-1.751853821,-1.727140708,-2.173124115
Q9VMX4,0.011209361,-0.246840492,-0.846583758,-0.634262677
A1ZA66;A1ZA72,-1.934400117,-1.756525891,-1.474171658,-1.624020863
Q8MLS7;Q7K274,-0.10139692,-0.0004906,-0.03017721,0.086376168
Q8MMD3;Q8MMD2;Q9W111,-0.486549681,-0.321801865,-0.189877759,-0.276747265
Q9VGQ1,0.538041453,0.619741659,0.649201559,0.687687811
Q7K148,-0.56783162,-0.974035707,-0.508670216,-0.837609477
Q9VTR6,1.049421666,0.76256143,0.657822903,0.427927928
Q7JPS2;Q95T29,0.687150294,0.353549136,0.65608444,0.464877338
Q7K172,-0.71063766,-0.388336573,-0.208277598,-0.220378863
Q8IPN9;Q7KNC5;Q8MSQ5;A4V2F2;Q9VNA1;Q4ABH3;Q8IPN8;B7Z0T6;Q8IPN6;Q7KTR7;Q8IPN7;Q7KTR8,-1.559579279,-1.267461609,-1.279739049,-1.188824937
Q7KUE9;Q9VTD6;Q8IQF2,-0.780215029,-0.383585839,-0.273238522,-0.930435305
A8JR25,0.060462488,0.14834845,0.267715562,0.314058409
Q2PDT4;Q9VIX3;Q8INW7;Q9VIX2,-1.982676667,-1.897113474,-1.586189313,-2.161846927
Q4ABH1,-1.769551024,-2.552664138,-2.356531659,-2.146818718
Q9U6R9,-0.508239239,-0.593615716,-0.419835215,-0.708514314
Q9VG26,2.294429602,1.952631767,2.065606776,2.040366444
Q0E8P5,1.752620156,1.334167789,1.282083906,1.28475101
Q7K188,0.070664101,0.302523778,0.213378391,0.638768944
Q00174,-2.476578557,-2.207960948,-2.21853117,-2.202107143
Q9VBI3,0.878372225,0.666302128,0.497331335,0.605683963
Q9VSZ1,-0.032373935,-0.2813337,-0.143898717,0.042364175
Q8SX57,-0.533722667,-0.435631588,-0.606759548,-0.491591632
P13607;P13607-4;P13607-5;P13607-2;P13607-7;E1JIR4;P13607-3;A8QI34,-2.182720575,-1.952880451,-1.857259828,-1.648416897
O61443;O62618;E1JIV6,-0.756842777,-0.875301312,-0.757549926,-0.918878566
Q9VEY0;Q2PDQ9,-0.248707681,-0.55245254,-0.768543014,-0.912319922
A1Z9M5,-1.246121669,-1.252157197,-1.411655941,-1.045848367
P38040;A1ZAV4,-0.035653125,0.574731263,0.231186613,0.28557977
Q7KLX3,-0.447504882,-0.67915722,-0.622354254,-0.535122662
Q9I7U4-3,-2.892821013,-2.379469891,-2.365276639,-2.778234257
Q9Y143,1.830782647,1.528571319,1.527070336,2.029912213
P15372,-1.626557803,-1.193964717,-1.067334052,-1.01808891
Q24212,-1.411771091,-1.331808243,-1.020955115,-0.995822239
Q59E11;Q9VPV8,-0.484973892,-0.621754745,-0.387732438,-0.544645159
Q9W0M4,0.454597057,0.568810415,0.678522677,0.791355669
Q9W4I3,-1.052176773,-0.906818463,-1.031975623,-0.981479765
P09491,1.421425296,1.323658291,1.233519979,1.454070583
Q7K3J0,-1.792257047,-1.986730708,-1.900826007,-1.942140806
P17210,-2.825414614,-2.542794471,-2.739950249,-3.102093571
Q9VA37,0.27369491,0.165043649,0.173127433,0.175684271
Q95028,-1.045788797,-1.010279671,-1.076767132,-1.273482636
Q86BQ0;Q9W0C2,1.382556591,1.371893362,1.069495954,1.375512141
P12024,-2.640703741,-2.339345148,-2.226408699,-2.221757775
Q9W0H8;Q8IRH7,-0.084746821,-0.354777936,-0.466735687,-0.433428359
O15971,-1.195351638,-0.684178756,-0.61991337,-1.193139801
Q9VFV9,-2.091356153,-1.873661435,-1.935006813,-1.985130571
O97102,0.319155458,0.586500555,-0.533931535,0.196984664
Q7KMS3,0.958582874,0.511771626,0.732486293,0.6332917
Q9VLQ9,-0.892338909,-0.846013123,-0.673462652,-0.690241729
P10379,0.771463058,0.95925084,0.991245185,1.09369538
P18932,-0.610367112,-0.647964698,-0.339235636,-0.279511385
Q7KU92;A8JNM7;A8JNM6;A8JNM5;Q7KU95;A8JNM4;Q9NCP8;Q9I7Q8;Q3KN55,-0.975907311,-0.868911035,-1.046623001,-0.781776803
Q8I0S6;Q9VPG5;Q9VPG4;Q9NHN2,#VALUE!,#VALUE!,-1.155019875,#VALUE!
P06754-1,1.153999844,0.71114245,0.416839742,0.483364361
B7YZQ3;A0AVW1;Q8MLN9,-0.802839148,-0.667927995,-0.373196439,-0.443379301
Q24547,0.399116393,0.438931542,0.573956141,0.583615357
Q7JZK1,1.104605043,0.945233123,1.096126889,0.969307081
Q9VLS7,-1.272854998,-0.986473423,-0.836733148,-1.519858986
Q9W445,-0.54247925,-0.49834176,-0.274005876,-0.417713775
Q9VVK7,1.169219511,0.897472787,0.665938454,0.796846903
P45594,-0.742868659,-1.06570242,-0.967786285,-0.838512137
P34082-3;P34082-2;P34082,0.078336571,0.176578094,0.621149304,0.58842082
P18935,0.984552895,1.090040415,1.013212111,0.92812393
Q9VTW1;Q9VTW0,-0.661729633,-0.739637052,-0.203485305,-0.305931064
Q9V431,-2.094063822,-1.718236478,-1.39369044,-1.817968824
Q9VTU2,1.840120773,1.670251176,1.703455127,1.572065036
Q8INH5;Q8INH6;Q9VFW7,-0.048322692,-0.887953815,-0.974120727,-1.00459508
Q8SXX1,-1.519569417,-1.17062127,-1.321783833,-1.496712333
Q8T5S9;A1Z8G0,-0.593376259,-0.678002657,-0.921526791,-0.702843807
P21521-2,0.182565182,0.22292818,0.523461591,0.510658162
P20477;E1JHQ1,-0.158091271,-0.323642313,-0.479874493,-0.408033413
A1Z7S3;A1Z7S2;A1Z7S1;Q8T0G8,0.014640947,0.360420466,0.493954694,0.379620962
Q95TZ7;Q8IQB4;E1JI77,2.339194407,1.991245185,2.019524013,2.236278303
Q7KUT5;Q9VW41,0.926151273,0.153416242,0.337197281,-0.093170961
Q960M4,1.080521232,0.836570515,0.850079296,1.014926544
P15357;P18101;Q9W418;P0CG69;A4V1F9,-0.062263911,-0.098289311,-0.19063495,-0.274651467
Q9V3X2,0.005328121,-0.21606567,0.21685836,0.276317993
P29746,0.646623508,0.235481995,0.449006639,0.380286156
Q9VCH5,-0.516862691,#VALUE!,-0.70188133,-1.195516836
P52034-3;P52034,-2.280965547,-2.066971307,-2.09659146,-2.051100179
B7YZP9,-1.656216984,-1.749571959,-2.244821851,-1.90498029
E1JJE6,-0.700966398,-0.414441309,-0.367657325,-0.365481075
A8JUV8;Q8MPN3;E1JJC0;Q9W4Y3;Q8IRV9;Q9W4Y4;Q8IRV8;Q8IRV7,-2.7390831,-2.353726725,-1.790908523,-2.710566831
Q24372;Q24372-2,0.252294541,0.308826824,0.261229909,0.344714894
Q9VZU4,0.080794082,-0.043645915,0.217602977,0.174022842
Q9VLV5,#VALUE!,#VALUE!,0.316261617,#VALUE!
Q9VAG9,-0.589702318,-0.312419677,-0.462753639,-0.439578505
Q9W077,0.087734382,-0.051159969,-0.00106799,0.09963185
Q9VMV9;E1JHT6,0.447737871,0.520749097,0.619178216,0.492212122
Q7K860,1.96014098,1.744247224,1.866907978,1.772899122
Q9VJI7,0.171334947,#VALUE!,0.31741985,-0.22941618
Q9V3N7,-1.831614695,-1.766013801,-1.713071552,-1.712645915
P02574,-0.99260354,-0.845779746,-0.759185013,-0.804652402
Q06943,1.559100189,1.50523039,1.463151595,1.632640476
Q9VWI0,1.05088474,1.119820952,0.981268152,1.008128286
Q7K486,-1.9763614,-1.55864401,-1.52537187,-1.849856295
Q9VLU6,0.808508617,0.449957484,0.679784089,0.67210848
Q9VWH4-2;Q9VWH4,-0.246292784,-0.17424693,-0.093802064,-0.021116142
Q9VD00,1.786638179,1.611455697,1.830377031,1.627840265
P22700-2,-1.810864937,-1.656353407,-1.511238222,-1.444301621
Q95SH2,1.094709007,0.738378743,0.856388177,0.915100173
P25171,-0.443909072,-0.592418829,-0.266610948,-0.547552163
Q9VGA3,-0.897167211,-1.03495826,-1.409201595,-1.411963028
Q7JS69,0.286171451,0.304277388,0.509442493,0.461423785
P19351-9;E1JJP0;P19351-13;P19351-11,1.715058694,1.767654798,2.077619008,2.141596278
Q9V9U7,0.099227866,0.104470858,-0.195979493,-0.055306443
P84249;P02299;E2QCP0,-0.045386764,0.060877473,0.183581791,0.24610401
Q9VZA4-2;Q9VZA4-3;Q9VZA4;Q9VZA5;Q9VZA4-4;Q8MZ13,0.333423734,0.609471311,0.807931885,0.48398341
Q9VXI6,1.088345161,1.048584958,1.149584553,1.076353861
Q9I7K0;Q9I7K0-4;Q9I7K0-3,-0.052191731,-0.438365926,-0.579878755,-0.526826137
Q9VV46,1.368321366,0.95419631,0.822689364,1.085288675
Q9V4C4;Q59DP7;Q6NNV2,-1.07017871,-0.528469144,-0.47595639,-0.359360564
A1Z729;Q7JYX2;Q8MZG9,-1.096406361,-0.924398915,-1.203734511,-1.156659283
Q9V4C1,-2.117474327,-2.174686531,-2.359045967,-2.188693389
A8JV00;A8JV02,0.05630606,0.311968051,0.008773707,-0.275838712
P26308;A4V4I0,-1.269303533,-1.037710112,-1.296722076,-1.036881045
P41043;A4UZL5,1.345850517,1.120816395,1.09362778,1.150364705
P35122,-0.626268278,-0.64200892,-0.550021394,-0.486064639
Q7K1W8,0.657548548,0.339137385,0.379066399,0.302523778
Q8IMQ8;Q9VBA0,-0.334243417,-0.104945606,0.211386062,-0.131803171
Q9VFN9,0.311735602,0.327112471,0.0739573,0.192446694
Q9V3Y3,-1.461958547,-1.58454418,-2.017884398,-1.689055005
Q9VR59-3;Q9VR59-5;Q9VR59;Q9VR59-7;Q9VR59-6,#VALUE!,-0.608628196,#VALUE!,#VALUE!
B7Z0B3;B7Z0B2,-0.159975936,-0.209728406,-0.223761226,-0.172798825
Q9VR47;Q9Y163,#VALUE!,#VALUE!,1.242572021,1.044953602
P35554,2.317275122,2.090379227,1.935044795,1.924289952
Q961R8;Q9VUK8,-2.177490097,-1.747535897,-1.817002671,-1.229754491
Q8SYG3,-0.684410585,-0.752996107,-0.75516164,-0.783911482
O16158,0.911883289,0.660381035,0.640435837,0.684728987
Q9VZI1,-0.362640155,-0.483904145,-0.627047902,-0.591940352
E1JJA5;E1JJA4;P27619-2;A4V4J0;P27619;A4V4I8,-1.272785278,-0.944304557,-0.770436686,-0.82822953
Q960T2-3;Q960T2-4;Q960T2-2,1.704916218,1.557483614,1.425781539,1.324637815
P13677,-2.857364375,-2.450320973,-2.645841261,-2.569950288
Q24524;A4V441,-1.732212539,-1.920024623,-1.894697393,-1.974149068
Q9VX36,0.874914973,0.659102536,0.627793583,0.710701757
Q95RB2,0.697506959,0.876644635,0.501311749,0.290542363
Q9VGJ9,-0.03172489,0.14182513,0.253989266,0.215989154
Q9VG97,-0.364310607,-0.451287193,-0.638209186,-0.534349362
Q9VZG0,-0.40323656,-0.655012475,-1.335480751,-1.316240675
P18091-2;P18091-5;P18091-4;P18091-3;P18091,-2.208427614,-2.077162787,-1.978349718,-1.842594044
Q9VMW1,1.100775858,1.365972428,1.365636553,1.549817006
Q9Y0Y2,-1.21464196,-0.737735237,-0.769477243,-1.076158644
Q9VW43,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q8INW9;Q9VIX7,-1.19779851,-1.868594897,-1.528323485,-1.310074689
Q9VFF0,-0.81114336,-1.040882729,-0.790658935,-0.752801611
Q9VRL1;Q8IQ53,-0.524168015,-0.411655941,-0.70783079,-0.535310825
P22464-3;P22464-2;A4V371,-0.803443313,-0.707783662,-0.870519141,-0.865069389
Q9VQR9,-1.345124568,-1.703783429,-1.152419932,-1.133622129
Q9VNX4,-1.217323052,-1.105255949,-0.995879781,-1.030324537
Q9V595;B7YZR9,0.062950609,2.096767855,-0.09807311,-0.168965928
Q59DP9,-2.218598318,-2.162105185,-2.054032791,-2.070118127
Q8IN49,-0.898699548,-0.826770206,-0.934510406,-0.848764625
Q9VSY0,2.913760676,2.725370348,2.772899122,2.7834357
Q9VV60,-2.404305393,-2.174881951,-2.222767571,-2.808437349
Q9W0Y1;Q2PE12,-0.711582373,-0.653150874,-0.667973838,-0.699981735
Q9Y166,1.479541007,2.109360559,2.264836648,2.022580872
Q5U0V7,-2.291592017,-1.395207509,-2.348500497,-2.518039803
Q9V3Y7,0.855750557,0.518031493,0.755742179,0.679333711
Q9VRD9,-2.406521926,-1.693387776,-2.528906207,-2.329159664
Q8IRB9;A8JNK1;Q9VZI0;Q9I7T2;Q8IRC0;Q8IRC1,0.590434352,0.350497247,0.182692298,0.213253951
Q6NN28,1.037101036,0.789937869,0.466757616,0.512783121
Q9VTV9,-1.625622622,-1.487378671,-1.434012959,-1.202970416
A8DRW0,1.942383132,1.409363779,1.443341426,1.68405568
Q7KSD3,-0.712953307,-0.669349821,-0.53914213,-0.671485192
P36975;P36975-2,0.240131118,0.047957107,0.305795461,0.523561956
Q9VG33,0.652050466,0.221815228,0.376623787,0.233765377
Q7KT70;Q8IP36,-0.247696701,-0.093971432,-0.431384123,-0.601605846
P27716,-1.211330992,-0.503609237,-0.414210591,-0.507480212
Q9V400,-1.90865898,-1.548606873,-1.552621816,-1.896791096
P40421;P40421-2,-1.776701027,-1.604805554,-1.563113263,-1.855849186
Q8MRM6;Q9W3D6,-0.874137336,-0.814539369,-0.719091183,-0.835599865
Q9VJC7,-2.049188217,-2.355202326,-2.007811664,-1.477904065
Q9VFC7;C1C553;Q8INF1;Q8I062;E1JIK9;E1JIK6,2.403404076,1.983166916,1.870700076,2.031289319
P11997,0.282854909,0.326882449,-0.442928167,-0.560451326
Q9W078,1.869358181,1.441589712,1.930775178,1.556601082
P29829,-0.189367703,-0.209011157,-0.170605032,-0.213035693
Q9VJE5-2;E1JHJ9;Q9VJE5;B7YZW8;Q7KT48;Q9VJE5-3;B7YZW7;Q0E8Q1;Q0E8Q0,0.210139457,-0.086078518,-0.152500107,-0.046116463
P09491-2,0.600555219,0.448795255,-0.010919138,0.192699178
Q9VLT9,-1.054242492,-1.064917477,-1.06730382,-1.541701998
P21521;P21521-3,#VALUE!,0.036468167,#VALUE!,-0.174507418
A1ZA67;A1ZA73;A1ZA68;A1ZA70;A1ZA69,-1.758867612,-1.59009318,-1.630795975,-1.591049068
Q94901,-1.879966629,-2.028675338,-1.000461736,-1.691522623
P22769;Q24178,-0.898699548,-1.156562796,-1.184031162,-0.816062565
Q8T0J5;Q9VE80,-0.691802243,-0.190997225,-0.45818783,-0.404534532
O18335,0.54428754,0.858538066,0.995882449,0.992260861
Q9VF27,0.148218272,0.189666447,0.268793675,0.135928816
Q9VM18,-0.309019793,-0.526119595,-0.577594748,-0.57832696
P08646,-0.30587756,-0.188364569,-0.111663929,-0.215110791
Q7JYZ9,0.117163075,0.374622206,0.201884743,0.30987466
Q9VBY7;Q8IMT8,1.597983994,1.389676937,1.384768212,1.515460158
Q8SYJ2,1.436268465,1.391162805,1.172295485,1.505789328
Q24046,0.303342394,0.387693396,0.532865503,0.602361857
Q9VM33,-1.597015936,-1.895824394,-1.817358547,-2.223980259
Q9VH76,0.567642792,0.392427338,0.507515586,0.586308388
Q9VXB0,0.332965663,0.153156788,0.31973353,0.229710962
Q9VKE2,1.065848003,0.593210331,0.536251879,0.68670221
Q9VW59,1.120020096,0.709378871,0.578214165,0.739934489
Q9V3C7;A8JNP7,0.319964694,0.232783534,0.372394965,0.23572706
Q9VB69,-1.083691521,-1.160395085,-0.820845687,-0.973412378
Q7KTK9;Q9VM14,0.416515504,0.443182267,0.438612232,0.49036475
Q9W1G7,-0.228334117,-0.307037247,-0.434617295,-0.319567614
Q9VVC2,0.778376811,0.184851546,0.099227866,0.424814621
Q9VIQ8,0.545474211,0.478920048,0.572598675,0.496002086
Q95RA9,-0.505738012,-0.186376809,-0.359823331,-0.260462931
Q8SWS2;Q9VYM7,0.13211616,-0.154971685,-0.187460702,-0.273412885
Q9VMS1,0.361431504,0.487589248,0.330787836,0.669389662
Q9VGX3;Q9VGX3-4,-0.479854373,-0.738794166,-0.796986829,-0.692571475
Q0E8X7,1.513642334,1.373341963,1.397474417,1.402831302
Q9VYW4,-1.565203662,-1.184031162,-1.379882835,-1.301799305
Q7KVX5;Q7KVX4;Q9W4N8,-0.823498497,-0.777393251,-0.70726536,-0.80112872
Q9V9Q4,-1.105224912,-1.171465901,-1.294313983,-1.419700122
Q00963,-2.298034052,-2.1634618,-2.120733382,-2.064313965
Q7K8X7,#VALUE!,#VALUE!,#VALUE!,#VALUE!
O77059,#VALUE!,-0.316869508,-1.066941083,#VALUE!
Q9VQ29;Q9VQ28,0.649845352,0.861240785,0.90681365,0.8623522
Q5U126,-0.364254894,-0.414806687,-1.310897686,-1.003177426
P81900;A8DY87;P81900-3;P81900-2;A8DY88;P81900-4,0.351967481,0.309991039,0.247927513,0.201006466
P54353,0.245252252,0.133563526,0.267116262,0.182819402
Q9W1I7,-0.419063422,-0.291238891,-0.316402348,-0.481384294
B7Z0U7;E1JJ78,-0.526618295,-0.396099532,-0.448331415,-0.355276146
P07486,0.840362519,0.353774945,0.588804567,0.762391341
Q7K1W5,-0.268139025,-0.272401874,-0.333825147,-0.548649077
P10987,-1.695442232,-1.894643749,-1.887793637,-1.70726536
A1ZBL9;E1JGN0;A1ZBM1;Q7YU80;Q963E5;Q0E915;Q9VGP9,-1.229856,-1.362751458,-1.180462605,-1.010686572
Q9VS97,-0.196739894,-0.347417137,0.46571332,0.301938767
Q9W258,0.876958896,0.533961965,0.793105148,0.798838544
Q0E8B8;Q9VNP2,0.097071371,0.143393419,0.145481822,-0.073332541
P13395,-2.137901763,-1.883102982,-1.933407892,-1.968604804
Q24407,2.206611969,1.870581724,1.809620235,1.933006024
P06754-5,0.829037689,0.626205483,0.499067738,0.344146748
Q8MT58,-0.984730814,-0.890920317,-1.049068803,-1.02406172
Q9VIT9,-1.891268145,-1.677610317,-2.656808243,-1.993149064
Q7JR71;Q95T42;Q0E9C3,-0.58937668,-0.783911482,-0.818681141,-0.945359869
P29844,0.24610401,-0.007420074,-0.10654459,-0.097378397
Q8SY96,0.949422875,1.136125748,1.421802281,1.347722343
P46824,-1.451859343,-1.521597622,-1.583895301,-1.336281945
Q9VAL7;Q0KHZ9;Q9VXF6;Q9I7S9,-0.140571067,-0.210779902,-0.281175909,-0.128550584
Q9VEX6,0.344487663,0.423739507,0.44105847,0.396378727
Q9VVH3,1.127501219,0.932590365,1.108290261,1.147697444
Q9VKC8,-1.515645287,-1.605244423,-2.150913469,-1.833361672
Q8MYY7,0.955759159,-2.028263333,-0.965587055,0.908889747
Q9W4A6,-0.2344992,-0.253807642,0.196481149,0.238909117
P48610-2;P48610-3,0.143524033,0.071350804,0.067501049,0.198116929
Q9VTJ8;B7Z0G3,1.017280568,1.158983251,0.876251712,0.895767932
Q9VSN3,0.536649754,0.204391163,0.147306699,0.140647793
P45437,-2.965220842,-1.624777028,-1.89174989,-2.557157331
Q9VVJ7,-0.750057159,-0.763856426,-0.896361371,-0.699700526
Q8IQH0,-1.92051607,-1.468770771,-1.555757006,-1.338651711
Q7JXC4,0.843501526,0.708849377,0.575699579,0.703012079
Q9VU84,-0.321495351,-0.605003028,-0.727785659,-0.669739922
P12370;Q4QPP7;Q9VA47,-0.725851671,-0.673025538,-0.508054574,-0.468191877
P54359;Q7KLG8,-0.727427317,-0.996397763,-0.972704376,-0.679064821
Q7K0W4,-0.233209807,-0.374542463,-0.127021562,-0.050965662
Q9VXG9,-0.029102182,0.158724796,0.364684482,0.406971971
P20228,-0.924837075,-0.749111169,-0.557879241,-0.607199012
Q9VZ23;A4V4A5,0.017494379,-0.239378775,-0.267374784,-0.236197527
Q9VWD1,1.688851744,1.39330636,1.460637732,1.439037963
Q9I7I7,-0.987674478,-0.697756998,#VALUE!,-0.834441746
